season,episode,baker,age,hometown,occupation,series.x,na_4,in_stayed_in_out_eliminated_star_baker_star_baker_winner_series_winner_runner_up_series_runner_up_wd_withdrew,series.y,signature_bake,show_stopper
NA,6,Victoria,NA,NA,NA,3,NA,NA,NA,NA,NA
3,7,Brendan,NA,NA,NA,3,4,IN,NA,Chelsea Bunskis,Black Forest Christmas Stollen
3,7,Cathryn,NA,NA,NA,3,5,IN,NA,Lady Arundel's Manchet Buns,Bonfire Night Tear 'n' Share Brioche
3,7,James,NA,NA,NA,3,1,IN,NA,Easter Chelsea Buns,Whisky Kugelhopf-Brioche Baba
3,7,John,NA,NA,NA,3,3,IN,NA,Cherry and Almond Saffron Buns,Marzipan Stollen
3,7,Ryan,NA,NA,NA,3,6,OUT,NA,Lardy Cakes,Char Siu Bao
3,7,Sarah-Jane,NA,NA,NA,3,7,OUT,NA,"Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait
3,7,Danny,NA,NA,NA,3,2,STAR BAKER,NA,Bakewell Chelsea Buns,European Christmas Wreath
NA,7,Manisha,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,7,Natasha,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,7,Peter,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,7,Stuart,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,7,Victoria,NA,NA,NA,3,NA,NA,NA,NA,NA
3,8,Brendan,NA,NA,NA,3,2,IN,NA,Multi-Seed Savoury Crackers,Fantasy Gingerbread Bird House
3,8,Danny,NA,NA,NA,3,4,IN,NA,Spiced Almond Drinks Crackers,Gingerbread Big Ben
3,8,John,NA,NA,NA,3,3,IN,NA,Asian Spice Crackers,Gingerbread Roman Coliseum
3,8,Cathryn,NA,NA,NA,3,5,OUT,NA,Cheese and Pickle Crackers,Gingerbread Buckingham Palace
3,8,James,NA,NA,NA,3,1,STAR BAKER,NA,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn
NA,8,Manisha,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,8,Natasha,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,8,Peter,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,8,Ryan,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,8,Sarah-Jane,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,8,Stuart,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,8,Victoria,NA,NA,NA,3,NA,NA,NA,NA,NA
3,9,Brendan,NA,NA,NA,3,3,IN,NA,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré
3,9,John,NA,NA,NA,3,2,IN,NA,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion
3,9,Danny,NA,NA,NA,3,4,OUT,NA,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré
3,9,James,NA,NA,NA,3,1,STAR BAKER,NA,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest"
NA,9,Cathryn,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,9,Manisha,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,9,Natasha,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,9,Peter,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,9,Ryan,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,9,Sarah-Jane,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,9,Stuart,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,9,Victoria,NA,NA,NA,3,NA,NA,NA,NA,NA
3,10,Brendan,NA,NA,NA,3,2,Runner-up,NA,Potato and Pepper Pithivier,Family Reunion Chiffon Cake
3,10,James,NA,NA,NA,3,1,Runner-up,NA,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes
3,10,John,NA,NA,NA,3,2,WINNER,NA,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake
NA,10,Cathryn,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,10,Danny,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,10,Manisha,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,10,Natasha,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,10,Peter,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,10,Ryan,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,10,Sarah-Jane,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,10,Stuart,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,10,Victoria,NA,NA,NA,3,NA,NA,NA,NA,NA
4,1,Ali,NA,NA,NA,4,11,IN,NA,Rose and Pistachio Cake,"Chocolate, Raspberry and Passion Fruit Engagement Cake"
4,1,Beca,NA,NA,NA,4,8,IN,NA,Grapefruit Sandwich Cake,Chocolate Cherry Indulgence
4,1,Christine,NA,NA,NA,4,3,IN,NA,"Strawberry, Vanilla and Rosewater Summer Basket",Chocolate and Orange 'Fripperous' Hat Cake
4,1,Deborah,NA,NA,NA,4,9,IN,NA,Pineapple Cake,'Coffee Time'
4,1,Frances,NA,NA,NA,4,7,IN,NA,Giant Jam Sandwich,Secret Squirrel Cake
4,1,Glenn,NA,NA,NA,4,4,IN,NA,Strawberries and Cream Cake,Almond and Espresso Chocolate Cake
4,1,Howard,NA,NA,NA,4,6,IN,NA,Passion Fruit and Coconut Cake,Black Forest Revisited
4,1,Kimberley,NA,NA,NA,4,10,IN,NA,Blood Orange Cake,"Chocolate, Raspberry & Basil Layer Cake"
4,1,Lucy,NA,NA,NA,4,2,IN,NA,Timperley Early Cake,Thyme 'Wildwood' Cake
4,1,Ruby,NA,NA,NA,4,12,IN,NA,Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake
4,1,Toby,NA,NA,NA,4,13,OUT,NA,Spiced and Iced Carrot Cake,Two Tiered Chocolate Cake
4,2,Ali,NA,NA,NA,4,9,IN,NA,Italian Grissini,Sweet and Savoury Yin Yang Bread
4,2,Beca,NA,NA,NA,4,11,IN,NA,Fennel and Chilli Breadsticks,Five Strand Christmas Wreath
4,2,Christine,NA,NA,NA,4,4,IN,NA,Mediterranean Breadsticks with Oregano,Double Plaited Loaf
4,2,Deborah,NA,NA,NA,4,8,IN,NA,Fennel & Chilli Breadsticks,Walnut Fleur Loaf
4,2,Frances,NA,NA,NA,4,2,IN,NA,Giant Matchsticks,Sailor's Knot
4,2,Glenn,NA,NA,NA,4,7,IN,NA,Rosemary and Parmesan Grissini,Harvest Crown
4,2,Howard,NA,NA,NA,4,10,IN,NA,Moroccan Breadsticks,Picasso Sun Bread
4,2,Kimberley,NA,NA,NA,4,1,IN,NA,Nigella Seed and Parmesan Breadsticks,Peace Bread
4,2,Lucy,NA,NA,NA,4,12,OUT,NA,Grissini with Salt,Roast Tomato Bread
4,2,Ruby,NA,NA,NA,4,3,STAR BAKER,NA,Mexican Breadsticks,White Chocolate and Orange Peacock Bread
NA,2,Toby,NA,NA,NA,4,NA,NA,NA,NA,NA
4,3,Ali,NA,NA,NA,4,5,IN,NA,"Coconut, Raspberry and Lemon Meringue Trifle",Vanilla Latte Mini CakesLime & Mint Shortbread Pops
4,3,Beca,NA,NA,NA,4,10,IN,NA,Orange and Ginger Trifle,Limoncello and Blueberry BurstsMillionaire Shortbread
4,3,Frances,NA,NA,NA,4,8,IN,NA,Apple and Blackberry Crumble Trifle,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes
4,3,Glenn,NA,NA,NA,4,1,IN,NA,Raspberry and Almond Trifle,Billionaire BouchéesOrange Financiers
4,3,Howard,NA,NA,NA,4,7,IN,NA,Caramel and Apple Trifle*,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits
4,3,Kimberley,NA,NA,NA,4,6,IN,NA,"Peach, Almond and Ginger Trifle",Chocolate Pistachio FinanciersLemon Bergamot Biscuits
4,3,Ruby,NA,NA,NA,4,3,IN,NA,Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes
4,3,Deborah,NA,NA,NA,4,9,OUT,NA,Tropical Trifle*,Canelé Cherry and Chocolate CakesRose Cookies
4,3,Christine,NA,NA,NA,4,4,STAR BAKER,NA,Caribbean Pina Colada Trifle,Ninety-NinersSachertorte Parcels
NA,3,Lucy,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,3,Toby,NA,NA,NA,4,NA,NA,NA,NA,NA
4,4,Beca,NA,NA,NA,4,2,IN,NA,Mamgu's Cherry-Apple Tart,Moroccan Vegetable Filo Feast
4,4,Christine,NA,NA,NA,4,7,IN,NA,"Granny Rogers' Apple, Plum & Cinnamon Country Pie",Roasted Vegetable Filo Pie with Feta Cheese
4,4,Frances,NA,NA,NA,4,1,IN,NA,Peach Pie In the Sky,Cherry Tree Baklava Filo Pie
4,4,Glenn,NA,NA,NA,4,9,IN,NA,Apple & Maple Syrup Pie,Spanakopita (Walnut and Feta Cheese)
4,4,Howard,NA,NA,NA,4,5,IN,NA,Apple Pie with Sage Pastry,Fresh Fig and Feta Filo Flan
4,4,Ruby,NA,NA,NA,4,6,IN,NA,Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie"
4,4,Ali,NA,NA,NA,4,8,OUT,NA,Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,"Orange, Cardamom and Date M'Hanncha"
4,4,Kimberley,NA,NA,NA,4,4,STAR BAKER,NA,Pecan and Rosemary Caramel Apple Pie,"Chicken, Bacon and Butternut Squash Pie"
NA,4,Deborah,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,4,Lucy,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,4,Toby,NA,NA,NA,4,NA,NA,NA,NA,NA
4,5,Beca,NA,NA,NA,4,5,IN,NA,"Chocolate, Cherry and Hazelnut Brownies",Tiered Macaron and Sugar Dough Biscuit Centrepiece
4,5,Frances,NA,NA,NA,4,3,IN,NA,Millionaire Banoffee Bonus,Biscuit Buttons and Beads
4,5,Glenn,NA,NA,NA,4,2,IN,NA,Apricot and Pistachio Tiffin,Shortbread and Macaron Helter-Skelter
4,5,Howard,NA,NA,NA,4,8,IN,NA,Breakfast Traybake,Japanese Pagoda Tea Tower
4,5,Kimberley,NA,NA,NA,4,7,IN,NA,Cherry and Almond Bakewell Florentine Slice,Black and White Viennese Biscuit Stack
4,5,Ruby,NA,NA,NA,4,6,IN,NA,Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece
4,5,Christine,NA,NA,NA,4,1,STAR BAKER,NA,Mixed Berry and Almond Crumble Traybake,Shortbread Bavarian Clock Tower
NA,5,Ali,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,5,Deborah,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,5,Lucy,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,5,Toby,NA,NA,NA,4,NA,NA,NA,NA,NA
4,6,Beca,NA,NA,NA,4,6,IN,NA,Bara Brith,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns
4,6,Christine,NA,NA,NA,4,4,IN,NA,Oxford Nutty Fruit Loaf,Schnecken BunsVanilla Custard Skolebrød
4,6,Frances,NA,NA,NA,4,2,IN,NA,Chai Tea Loaf,Hot Cross BriochesRhubarb and Custard Kolaches
4,6,Glenn,NA,NA,NA,4,5,IN,NA,Devonshire Panettone,Almond and Apricot BriochesSticky Caramel Kanelbullen
4,6,Kimberley,NA,NA,NA,4,3,IN,NA,Chai Spiced Ginger and Date Tea Loaf,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer
4,6,Howard,NA,NA,NA,4,7,OUT,NA,Date & Hemp Yorkshire Loaf,Peachy BunsGerman Baumschnecken
4,6,Ruby,NA,NA,NA,4,1,STAR BAKER,NA,Citrus Tea Loaf,Twisted Swedish KanelbullarSaffron St. Lucia Buns
NA,6,Ali,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,6,Deborah,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,6,Lucy,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,6,Toby,NA,NA,NA,4,NA,NA,NA,NA,NA
4,7,Beca,NA,NA,NA,4,1,IN,NA,Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille
4,7,Christine,NA,NA,NA,4,6,IN,NA,Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream,Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille
4,7,Kimberley,NA,NA,NA,4,4,IN,NA,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette"
4,7,Ruby,NA,NA,NA,4,2,IN,NA,Plum Jam Roly-Polywith Ginger Ice cream,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts
4,7,Glenn,NA,NA,NA,4,3,OUT,NA,Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille
4,7,Frances,NA,NA,NA,4,5,STAR BAKER,NA,Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers
NA,7,Ali,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,7,Deborah,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,7,Howard,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,7,Lucy,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,7,Mark,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,7,Toby,NA,NA,NA,4,NA,NA,NA,NA,NA
4,8,Beca,NA,NA,NA,4,4,IN,NA,"Potato, Spelt and Rosemary Focaccia",Spiced Butternut Squash and Pecan 'Cheese' Cake
4,8,Frances,NA,NA,NA,4,3,IN,NA,'Chelsea Flour Show' Bun Bouquet,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)"
4,8,Kimberley,NA,NA,NA,4,2,IN,NA,Wild Garlic Pesto and Parma Ham Spelt Loaf,Butternut Squash and Spice Cake Toadstool House
4,8,Christine,NA,NA,NA,4,5,OUT,NA,"Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant
4,8,Ruby,NA,NA,NA,4,1,STAR BAKER,NA,Mango and Nigella Seed Spelt Cob,Carrot Cake and Pistachio Garden Plot
NA,8,Ali,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,8,Deborah,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,8,Glenn,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,8,Howard,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,8,Lucy,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,8,Mark,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,8,Toby,NA,NA,NA,4,NA,NA,NA,NA,NA
4,9,Frances,NA,NA,NA,4,2,IN,NA,"Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",Great British Soap Opera Cake
4,9,Ruby,NA,NA,NA,4,4,IN,NA,"Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake"
4,9,Beca,NA,NA,NA,4,3,OUT,NA,Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets,Banoffee Opera Cake
4,9,Kimberley,NA,NA,NA,4,1,STAR BAKER,NA,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,Passion Fruit and Lime Opera Cake
NA,9,Ali,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,9,Christine,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,9,Deborah,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,9,Glenn,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,9,Howard,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,9,Lucy,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,9,Mark,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,9,Robert,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,9,Toby,NA,NA,NA,4,NA,NA,NA,NA,NA
4,10,Kimberley,NA,NA,NA,4,1,Runner-up,NA,Chicken and Pig Pie,Languages of Love Wedding Cake
4,10,Ruby,NA,NA,NA,4,2,Runner-up,NA,Picnic Basket Pie,"Raspberry, Lemon and Passion Fruit Wedding Cake"
4,10,Frances,NA,NA,NA,4,3,WINNER,NA,Rainbow Picnic Pie,Midsummer Night's Dream Wedding Cake
NA,10,Ali,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,10,Beca,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,10,Christine,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,10,Deborah,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,10,Glenn,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,10,Howard,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,10,Lucy,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,10,Mark,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,10,Robert,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,10,Toby,NA,NA,NA,4,NA,NA,NA,NA,NA
5,1,Chetna,NA,NA,NA,5,3,IN,NA,"Cardamom, Pistachio and Coffee Swiss Roll",Tiered Victoria Sponges with Lemon Curd and Raspberry Cream
5,1,Diana,NA,NA,NA,5,5,IN,NA,Mum's Sunday Tea Lemon Curd Swiss Roll,Chocolate Ganache Surprises
5,1,Enwezor,NA,NA,NA,5,9,IN,NA,Raspberry and Lemon Swiss Roll,Coffee and Walnut Battenberg Squares
5,1,Iain,NA,NA,NA,5,4,IN,NA,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon"
5,1,Jordan,NA,NA,NA,5,12,IN,NA,Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd
5,1,Kate,NA,NA,NA,5,6,IN,NA,Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges
5,1,Luis,NA,NA,NA,5,7,IN,NA,Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles
5,1,Martha,NA,NA,NA,5,2,IN,NA,Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes
5,1,Norman,NA,NA,NA,5,11,IN,NA,Black Forest Swiss Roll,Almond and Raspberry Mini Cakes
5,1,Richard,NA,NA,NA,5,10,IN,NA,Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes
5,1,Claire,NA,NA,NA,5,8,OUT,NA,Chocolatey Orangey Swirly Roll,Mini Chocolate and Cherry Cakes
5,1,Nancy,NA,NA,NA,5,1,STAR BAKER,NA,Coffee and Hazelnut Swiss Roll,Jaffa Orange Cakes
5,2,Chetna,NA,NA,NA,5,8,IN,NA,Fenugreek and Carom Crackers,Day On The Beach
5,2,Diana,NA,NA,NA,5,7,IN,NA,Parmesan Triangles,"Express, First Class"
5,2,Iain,NA,NA,NA,5,11,IN,NA,Za'atar and Fig Biscuits,Wild West Scene
5,2,Jordan,NA,NA,NA,5,6,IN,NA,"Sourdough, Parmesan and Chilli Biscuits",Monster Attack
5,2,Kate,NA,NA,NA,5,4,IN,NA,Parmesan and Apple Biscuits,Tea Time
5,2,Luis,NA,NA,NA,5,3,IN,NA,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon
5,2,Martha,NA,NA,NA,5,5,IN,NA,Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene
5,2,Nancy,NA,NA,NA,5,2,IN,NA,Fennel and Rye Thins,Hansel and Gretel Scene
5,2,Norman,NA,NA,NA,5,10,IN,NA,Farthing Biscuits,Zulu Boats at Dawn
5,2,Enwezor,NA,NA,NA,5,9,OUT,NA,Pumpkin and Sunflower Savoury Biscuits,Space Adventure Moon Scene
5,2,Richard,NA,NA,NA,5,1,STAR BAKER,NA,Rosemary Seeded Crackers,Pirates!
NA,2,Claire,NA,NA,NA,5,NA,NA,NA,NA,NA
5,3,Chetna,NA,NA,NA,5,8,IN,NA,Onion and Pine Nut Rolls,Rolled and Filled Twin Loaf
5,3,Diana,NA,NA,NA,5,7,IN,NA,Rustic Picnic Rolls,Sharing Savoury Pinwheel
5,3,Iain,NA,NA,NA,5,9,IN,NA,Cranberry and Walnut Rye Bread Rolls,Moroccan Plaited with a Bessara Dip
5,3,Kate,NA,NA,NA,5,1,IN,NA,Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread"
5,3,Martha,NA,NA,NA,5,3,IN,NA,Date and Walnut Rye Rolls,Stuffed Sunflower Loaf
5,3,Nancy,NA,NA,NA,5,5,IN,NA,Cider and Walnut Crusty Rolls,'Full English' Stromboli
5,3,Norman,NA,NA,NA,5,4,IN,NA,Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf
5,3,Richard,NA,NA,NA,5,6,IN,NA,Rye and Cranberry Rolls,Pesto Pinwheel
5,3,Jordan,NA,NA,NA,5,10,OUT,NA,Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche
5,3,Luis,NA,NA,NA,5,2,STAR BAKER,NA,Opposites Attract Rolls,Roscón de Reyes
NA,3,Claire,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,3,Enwezor,NA,NA,NA,5,NA,NA,NA,NA,NA
5,4,Chetna,NA,NA,NA,5,3,IN,NA,"Rhubarb, Strawberry and Orange Puddings","Mango, Raspberry and Coconut Baked Alaska"
5,4,Diana,NA,NA,NA,5,9,IN,NA,Orange and Lemon Curd Pots,Raspberry Ripple Alaska Swan
5,4,Kate,NA,NA,NA,5,7,IN,NA,Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska"
5,4,Luis,NA,NA,NA,5,2,IN,NA,Pears in Puddings,Bakewell Alaska
5,4,Martha,NA,NA,NA,5,1,IN,NA,Peanut Butter Chocolate Fondants,Key Lime Baked Alaska
5,4,Nancy,NA,NA,NA,5,4,IN,NA,Pistachio Puddings with Chocolate Sauce,Summer Pudding Alaska
5,4,Norman,NA,NA,NA,5,8,IN,NA,Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise
5,4,Iain,NA,NA,NA,5,6,OUT,NA,"Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)"
5,4,Richard,NA,NA,NA,5,5,STAR BAKER,NA,Black Forest Chocolate Fondants,Tiramisu Baked Alaska
NA,4,Claire,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,4,Enwezor,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,4,Jordan,NA,NA,NA,5,NA,NA,NA,NA,NA
5,5,Chetna,NA,NA,NA,5,2,IN,NA,Rice Custard Tart with Mangoes and Raspberries,Fusion Tiered Pies
5,5,Luis,NA,NA,NA,5,6,IN,NA,Tropical Manchester Tart,Four Fruity Seasons Tower
5,5,Martha,NA,NA,NA,5,1,IN,NA,"Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie
5,5,Nancy,NA,NA,NA,5,4,IN,NA,Chocolate Crusted Passion Fruit Tart,Trio of Apple Pies
5,5,Richard,NA,NA,NA,5,7,IN,NA,Fig and Orange Tart,Three Course Autumn Pie Feast
5,5,Norman,NA,NA,NA,5,5,OUT,NA,Tarte au Citron,Pieful Tower
5,5,Kate,NA,NA,NA,5,3,STAR BAKER,NA,Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies"
NA,5,Diana,NA,NA,NA,5,NA,WD,NA,NA,NA
NA,5,Claire,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,5,Enwezor,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,5,Iain,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,5,Jordan,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,6,Diana,NA,NA,NA,5,NA,IN,NA,NA,NA
5,6,Kate,NA,NA,NA,5,6,IN,NA,"Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes
5,6,Luis,NA,NA,NA,5,3,IN,NA,Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill
5,6,Martha,NA,NA,NA,5,4,IN,NA,Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte
5,6,Nancy,NA,NA,NA,5,1,IN,NA,Rum Punch Savarin with Coconut Cream and Tropical Fruits,Chocolate and Caramel Dobos Torte
5,6,Richard,NA,NA,NA,5,5,IN,NA,Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte
5,6,Chetna,NA,NA,NA,5,2,STAR BAKER,NA,Orange Savarin with Cinnamon Cream,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream
NA,6,Claire,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,6,Enwezor,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,6,Iain,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,6,Jordan,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,6,Norman,NA,NA,NA,5,NA,NA,NA,NA,NA
5,7,Chetna,NA,NA,NA,5,6,IN,NA,Crispy Lentil Kachori,Chocolate and Mango & Lemon Meringue Éclairs
NA,7,Diana,NA,NA,NA,5,NA,IN,NA,NA,NA
5,7,Luis,NA,NA,NA,5,5,IN,NA,Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)"
5,7,Martha,NA,NA,NA,5,3,IN,NA,Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs
5,7,Nancy,NA,NA,NA,5,2,IN,NA,Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs
5,7,Kate,NA,NA,NA,5,4,OUT,NA,Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs
5,7,Richard,NA,NA,NA,5,1,STAR BAKER,NA,Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)"
NA,7,Claire,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,7,Enwezor,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,7,Iain,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,7,Jordan,NA,NA,NA,5,NA,NA,NA,NA,NA
NA,7,Norman,NA,NA,NA,5,NA,NA,NA,NA,NA
5,8,Chetna,NA,NA,NA,5,1,IN,NA,Date and Walnut Swirl Bread,Chocolate Mousse Filled DoughnutsBraided Doughnuts
NA,8,Diana,NA,NA,NA,5,NA,IN,NA,NA,NA
5,8,Luis,NA,NA,NA,5,2,IN,NA,Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)"
5,8,Nancy,NA,NA,NA,5,3,IN,NA,Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)"
